call_id,caller,receiver,phase,timestamp,duration_seconds,recording_id
CALL-0517,11,1,5,Phase-5,345,REC-0517
CALL-0518,84,1,5,Phase-5,403,REC-0518
CALL-0519,84,1,5,Phase-5,845,REC-0519
CALL-0520,31,1,5,Phase-5,70,REC-0520
CALL-0521,31,1,5,Phase-5,396,REC-0521
CALL-0522,31,1,5,Phase-5,245,REC-0522
CALL-0523,108,1,5,Phase-5,728,REC-0523
CALL-0524,108,1,5,Phase-5,285,REC-0524
CALL-0525,108,1,5,Phase-5,712,REC-0525
CALL-0526,108,1,5,Phase-5,135,REC-0526
CALL-0527,100,1,5,Phase-5,392,REC-0527
CALL-0528,82,1,5,Phase-5,828,REC-0528
CALL-0529,19,1,5,Phase-5,603,REC-0529
CALL-0530,1,4,5,Phase-5,446,REC-0530
CALL-0531,1,4,5,Phase-5,665,REC-0531
CALL-0532,1,4,5,Phase-5,797,REC-0532
CALL-0533,1,89,5,Phase-5,188,REC-0533
CALL-0534,1,89,5,Phase-5,272,REC-0534
CALL-0535,7,89,5,Phase-5,196,REC-0535
CALL-0536,76,89,5,Phase-5,849,REC-0536
CALL-0537,1,83,5,Phase-5,860,REC-0537
CALL-0538,1,83,5,Phase-5,211,REC-0538
CALL-0539,86,83,5,Phase-5,452,REC-0539
CALL-0540,86,83,5,Phase-5,55,REC-0540
CALL-0541,1,3,5,Phase-5,213,REC-0541
CALL-0542,1,3,5,Phase-5,784,REC-0542
CALL-0543,1,3,5,Phase-5,370,REC-0543
CALL-0544,1,3,5,Phase-5,831,REC-0544
CALL-0545,1,3,5,Phase-5,451,REC-0545
CALL-0546,85,3,5,Phase-5,851,REC-0546
CALL-0547,12,3,5,Phase-5,715,REC-0547
CALL-0548,1,5,5,Phase-5,782,REC-0548
CALL-0549,1,5,5,Phase-5,860,REC-0549
CALL-0550,1,5,5,Phase-5,284,REC-0550
CALL-0551,8,5,5,Phase-5,303,REC-0551
CALL-0552,85,88,5,Phase-5,193,REC-0552
CALL-0553,85,88,5,Phase-5,836,REC-0553
CALL-0554,1,85,5,Phase-5,748,REC-0554
CALL-0555,1,85,5,Phase-5,140,REC-0555
CALL-0556,1,85,5,Phase-5,421,REC-0556
CALL-0557,1,85,5,Phase-5,69,REC-0557
CALL-0558,1,85,5,Phase-5,511,REC-0558
CALL-0559,88,85,5,Phase-5,257,REC-0559
CALL-0560,83,86,5,Phase-5,234,REC-0560
CALL-0561,83,86,5,Phase-5,866,REC-0561
CALL-0562,1,2,5,Phase-5,501,REC-0562
CALL-0563,1,2,5,Phase-5,388,REC-0563
CALL-0564,1,2,5,Phase-5,342,REC-0564
CALL-0565,1,6,5,Phase-5,870,REC-0565
CALL-0566,1,6,5,Phase-5,844,REC-0566
CALL-0567,1,6,5,Phase-5,263,REC-0567
CALL-0568,108,6,5,Phase-5,258,REC-0568
CALL-0569,1,8,5,Phase-5,54,REC-0569
CALL-0570,1,55,5,Phase-5,705,REC-0570
CALL-0571,1,55,5,Phase-5,227,REC-0571
CALL-0572,1,55,5,Phase-5,438,REC-0572
CALL-0573,1,47,5,Phase-5,366,REC-0573
CALL-0574,1,76,5,Phase-5,315,REC-0574
CALL-0575,1,76,5,Phase-5,101,REC-0575
CALL-0576,1,76,5,Phase-5,821,REC-0576
CALL-0577,1,76,5,Phase-5,315,REC-0577
CALL-0578,1,76,5,Phase-5,389,REC-0578
CALL-0579,3,9,5,Phase-5,686,REC-0579
CALL-0580,3,9,5,Phase-5,551,REC-0580
CALL-0581,12,9,5,Phase-5,439,REC-0581
CALL-0582,12,9,5,Phase-5,725,REC-0582
CALL-0583,1,34,5,Phase-5,893,REC-0583
CALL-0584,31,13,5,Phase-5,579,REC-0584
CALL-0585,1,31,5,Phase-5,369,REC-0585
CALL-0586,3,31,5,Phase-5,58,REC-0586
CALL-0587,3,31,5,Phase-5,148,REC-0587
CALL-0588,3,31,5,Phase-5,297,REC-0588
CALL-0589,3,31,5,Phase-5,212,REC-0589
CALL-0590,12,31,5,Phase-5,624,REC-0590
CALL-0591,12,31,5,Phase-5,301,REC-0591
CALL-0592,12,31,5,Phase-5,69,REC-0592
CALL-0593,1,12,5,Phase-5,141,REC-0593
CALL-0594,1,12,5,Phase-5,640,REC-0594
CALL-0595,3,12,5,Phase-5,474,REC-0595
CALL-0596,3,12,5,Phase-5,383,REC-0596
CALL-0597,3,12,5,Phase-5,776,REC-0597
CALL-0598,3,12,5,Phase-5,835,REC-0598
CALL-0599,32,12,5,Phase-5,351,REC-0599
CALL-0600,18,12,5,Phase-5,476,REC-0600
CALL-0601,18,12,5,Phase-5,650,REC-0601
CALL-0602,18,12,5,Phase-5,553,REC-0602
CALL-0603,17,12,5,Phase-5,148,REC-0603
CALL-0604,17,12,5,Phase-5,424,REC-0604
CALL-0605,12,18,5,Phase-5,620,REC-0605
CALL-0606,12,25,5,Phase-5,224,REC-0606
CALL-0607,1,82,5,Phase-5,290,REC-0607
CALL-0608,1,19,5,Phase-5,75,REC-0608
CALL-0609,1,15,5,Phase-5,755,REC-0609
CALL-0610,1,15,5,Phase-5,476,REC-0610
CALL-0611,83,1,6,Phase-6,31,REC-0611
CALL-0612,3,1,6,Phase-6,562,REC-0612
CALL-0613,3,1,6,Phase-6,855,REC-0613
CALL-0614,3,1,6,Phase-6,581,REC-0614
CALL-0615,3,1,6,Phase-6,733,REC-0615
CALL-0616,3,1,6,Phase-6,766,REC-0616
CALL-0617,5,1,6,Phase-6,789,REC-0617
CALL-0618,5,1,6,Phase-6,784,REC-0618
CALL-0619,5,1,6,Phase-6,716,REC-0619
CALL-0620,5,1,6,Phase-6,231,REC-0620
CALL-0621,5,1,6,Phase-6,402,REC-0621
CALL-0622,85,1,6,Phase-6,471,REC-0622
CALL-0623,85,1,6,Phase-6,101,REC-0623
CALL-0624,2,1,6,Phase-6,710,REC-0624
CALL-0625,2,1,6,Phase-6,368,REC-0625
CALL-0626,2,1,6,Phase-6,668,REC-0626
CALL-0627,2,1,6,Phase-6,351,REC-0627
CALL-0628,2,1,6,Phase-6,709,REC-0628
CALL-0629,6,1,6,Phase-6,898,REC-0629
CALL-0630,6,1,6,Phase-6,157,REC-0630
CALL-0631,6,1,6,Phase-6,767,REC-0631
CALL-0632,6,1,6,Phase-6,337,REC-0632
CALL-0633,6,1,6,Phase-6,549,REC-0633
CALL-0634,8,1,6,Phase-6,346,REC-0634
CALL-0635,8,1,6,Phase-6,712,REC-0635
CALL-0636,76,1,6,Phase-6,448,REC-0636
CALL-0637,76,1,6,Phase-6,364,REC-0637
CALL-0638,76,1,6,Phase-6,442,REC-0638
CALL-0639,76,1,6,Phase-6,743,REC-0639
CALL-0640,76,1,6,Phase-6,332,REC-0640
CALL-0641,11,1,6,Phase-6,597,REC-0641
CALL-0642,11,1,6,Phase-6,160,REC-0642
CALL-0643,11,1,6,Phase-6,226,REC-0643
CALL-0644,11,1,6,Phase-6,460,REC-0644
CALL-0645,11,1,6,Phase-6,710,REC-0645
CALL-0646,84,1,6,Phase-6,418,REC-0646
CALL-0647,84,1,6,Phase-6,723,REC-0647
CALL-0648,12,1,6,Phase-6,796,REC-0648
CALL-0649,12,1,6,Phase-6,208,REC-0649
CALL-0650,82,1,6,Phase-6,660,REC-0650
CALL-0651,19,1,6,Phase-6,612,REC-0651
CALL-0652,19,1,6,Phase-6,338,REC-0652
CALL-0653,19,1,6,Phase-6,445,REC-0653
CALL-0654,19,1,6,Phase-6,591,REC-0654
CALL-0655,19,1,6,Phase-6,883,REC-0655
CALL-0656,77,1,6,Phase-6,30,REC-0656
CALL-0657,77,1,6,Phase-6,341,REC-0657
CALL-0658,87,1,6,Phase-6,323,REC-0658
CALL-0659,87,1,6,Phase-6,245,REC-0659
CALL-0660,87,1,6,Phase-6,470,REC-0660
CALL-0661,20,1,6,Phase-6,834,REC-0661
CALL-0662,20,1,6,Phase-6,623,REC-0662
CALL-0663,20,1,6,Phase-6,651,REC-0663
CALL-0664,20,1,6,Phase-6,700,REC-0664
CALL-0665,20,1,6,Phase-6,359,REC-0665
CALL-0666,15,1,6,Phase-6,506,REC-0666
CALL-0667,1,4,6,Phase-6,482,REC-0667
CALL-0668,1,83,6,Phase-6,482,REC-0668
CALL-0669,1,83,6,Phase-6,721,REC-0669
CALL-0670,1,83,6,Phase-6,248,REC-0670
CALL-0671,1,83,6,Phase-6,553,REC-0671
CALL-0672,1,83,6,Phase-6,514,REC-0672
CALL-0673,3,83,6,Phase-6,842,REC-0673
CALL-0674,1,3,6,Phase-6,845,REC-0674
CALL-0675,1,3,6,Phase-6,783,REC-0675
CALL-0676,1,3,6,Phase-6,203,REC-0676
CALL-0677,1,3,6,Phase-6,704,REC-0677
CALL-0678,1,3,6,Phase-6,116,REC-0678
CALL-0679,5,3,6,Phase-6,320,REC-0679
CALL-0680,5,3,6,Phase-6,557,REC-0680
CALL-0681,5,3,6,Phase-6,709,REC-0681
CALL-0682,2,3,6,Phase-6,678,REC-0682
CALL-0683,2,3,6,Phase-6,664,REC-0683
CALL-0684,76,3,6,Phase-6,373,REC-0684
CALL-0685,76,3,6,Phase-6,125,REC-0685
CALL-0686,76,3,6,Phase-6,868,REC-0686
CALL-0687,76,3,6,Phase-6,799,REC-0687
CALL-0688,12,3,6,Phase-6,270,REC-0688
CALL-0689,12,3,6,Phase-6,718,REC-0689
CALL-0690,12,3,6,Phase-6,347,REC-0690
CALL-0691,12,3,6,Phase-6,260,REC-0691
CALL-0692,12,3,6,Phase-6,855,REC-0692
CALL-0693,19,3,6,Phase-6,233,REC-0693
CALL-0694,77,3,6,Phase-6,180,REC-0694
CALL-0695,77,3,6,Phase-6,55,REC-0695
CALL-0696,87,3,6,Phase-6,77,REC-0696
CALL-0697,15,3,6,Phase-6,280,REC-0697
CALL-0698,1,5,6,Phase-6,516,REC-0698
CALL-0699,1,5,6,Phase-6,655,REC-0699
CALL-0700,1,5,6,Phase-6,900,REC-0700
CALL-0701,1,5,6,Phase-6,816,REC-0701
CALL-0702,1,5,6,Phase-6,104,REC-0702
CALL-0703,1,85,6,Phase-6,496,REC-0703
CALL-0704,1,85,6,Phase-6,454,REC-0704
CALL-0705,1,85,6,Phase-6,674,REC-0705
CALL-0706,1,85,6,Phase-6,619,REC-0706
CALL-0707,1,85,6,Phase-6,229,REC-0707
CALL-0708,3,85,6,Phase-6,765,REC-0708
CALL-0709,84,85,6,Phase-6,743,REC-0709
CALL-0710,1,2,6,Phase-6,423,REC-0710
CALL-0711,1,2,6,Phase-6,536,REC-0711
CALL-0712,1,2,6,Phase-6,439,REC-0712
CALL-0713,1,2,6,Phase-6,279,REC-0713
CALL-0714,1,2,6,Phase-6,181,REC-0714
CALL-0715,1,8,6,Phase-6,701,REC-0715
CALL-0716,1,8,6,Phase-6,734,REC-0716
CALL-0717,1,8,6,Phase-6,35,REC-0717
CALL-0718,1,8,6,Phase-6,798,REC-0718
CALL-0719,1,8,6,Phase-6,818,REC-0719
CALL-0720,3,8,6,Phase-6,139,REC-0720
CALL-0721,3,8,6,Phase-6,827,REC-0721
CALL-0722,5,8,6,Phase-6,465,REC-0722
CALL-0723,5,8,6,Phase-6,254,REC-0723
CALL-0724,85,8,6,Phase-6,210,REC-0724
CALL-0725,1,76,6,Phase-6,853,REC-0725
CALL-0726,1,76,6,Phase-6,742,REC-0726
CALL-0727,1,76,6,Phase-6,560,REC-0727
CALL-0728,1,76,6,Phase-6,505,REC-0728
CALL-0729,1,76,6,Phase-6,81,REC-0729
CALL-0730,3,76,6,Phase-6,600,REC-0730
CALL-0731,3,76,6,Phase-6,285,REC-0731
CALL-0732,3,76,6,Phase-6,898,REC-0732
CALL-0733,3,76,6,Phase-6,154,REC-0733
CALL-0734,3,76,6,Phase-6,497,REC-0734
CALL-0735,85,76,6,Phase-6,166,REC-0735
CALL-0736,12,76,6,Phase-6,850,REC-0736
CALL-0737,12,76,6,Phase-6,505,REC-0737
CALL-0738,12,76,6,Phase-6,713,REC-0738
CALL-0739,12,76,6,Phase-6,573,REC-0739
CALL-0740,12,76,6,Phase-6,602,REC-0740
CALL-0741,78,76,6,Phase-6,639,REC-0741
CALL-0742,78,76,6,Phase-6,354,REC-0742
CALL-0743,78,76,6,Phase-6,803,REC-0743
CALL-0744,78,76,6,Phase-6,483,REC-0744
CALL-0745,78,76,6,Phase-6,657,REC-0745
CALL-0746,15,76,6,Phase-6,864,REC-0746
CALL-0747,15,76,6,Phase-6,766,REC-0747
CALL-0748,3,9,6,Phase-6,546,REC-0748
CALL-0749,3,9,6,Phase-6,466,REC-0749
CALL-0750,3,9,6,Phase-6,880,REC-0750
CALL-0751,12,9,6,Phase-6,591,REC-0751
CALL-0752,12,13,6,Phase-6,486,REC-0752
CALL-0753,12,13,6,Phase-6,192,REC-0753
CALL-0754,12,13,6,Phase-6,791,REC-0754
CALL-0755,12,31,6,Phase-6,516,REC-0755
CALL-0756,1,12,6,Phase-6,490,REC-0756
CALL-0757,1,12,6,Phase-6,295,REC-0757
CALL-0758,3,12,6,Phase-6,799,REC-0758
CALL-0759,3,12,6,Phase-6,283,REC-0759
CALL-0760,3,12,6,Phase-6,890,REC-0760
CALL-0761,3,12,6,Phase-6,682,REC-0761
CALL-0762,3,12,6,Phase-6,313,REC-0762
CALL-0763,13,12,6,Phase-6,814,REC-0763
CALL-0764,13,12,6,Phase-6,826,REC-0764
CALL-0765,14,12,6,Phase-6,563,REC-0765
CALL-0766,18,12,6,Phase-6,526,REC-0766
CALL-0767,18,12,6,Phase-6,671,REC-0767
CALL-0768,18,12,6,Phase-6,274,REC-0768
CALL-0769,18,12,6,Phase-6,311,REC-0769
CALL-0770,18,12,6,Phase-6,480,REC-0770
CALL-0771,17,12,6,Phase-6,109,REC-0771
CALL-0772,17,12,6,Phase-6,760,REC-0772
CALL-0773,17,12,6,Phase-6,322,REC-0773
CALL-0774,17,12,6,Phase-6,270,REC-0774
CALL-0775,17,12,6,Phase-6,308,REC-0775
CALL-0776,25,12,6,Phase-6,373,REC-0776
CALL-0777,3,14,6,Phase-6,357,REC-0777
CALL-0778,12,14,6,Phase-6,583,REC-0778
CALL-0779,12,14,6,Phase-6,112,REC-0779
CALL-0780,12,14,6,Phase-6,171,REC-0780
CALL-0781,12,14,6,Phase-6,184,REC-0781
CALL-0782,12,18,6,Phase-6,266,REC-0782
CALL-0783,12,18,6,Phase-6,422,REC-0783
CALL-0784,12,18,6,Phase-6,740,REC-0784
CALL-0785,12,18,6,Phase-6,186,REC-0785
CALL-0786,12,18,6,Phase-6,753,REC-0786
CALL-0787,12,17,6,Phase-6,249,REC-0787
CALL-0788,12,17,6,Phase-6,95,REC-0788
CALL-0789,12,17,6,Phase-6,454,REC-0789
CALL-0790,12,17,6,Phase-6,447,REC-0790
CALL-0791,12,17,6,Phase-6,368,REC-0791
CALL-0792,12,25,6,Phase-6,585,REC-0792
CALL-0793,12,25,6,Phase-6,507,REC-0793
CALL-0794,12,25,6,Phase-6,455,REC-0794
CALL-0795,1,82,6,Phase-6,93,REC-0795
CALL-0796,1,19,6,Phase-6,241,REC-0796
CALL-0797,1,19,6,Phase-6,882,REC-0797
CALL-0798,1,19,6,Phase-6,460,REC-0798
CALL-0799,1,19,6,Phase-6,428,REC-0799
CALL-0800,1,19,6,Phase-6,818,REC-0800
CALL-0801,76,19,6,Phase-6,628,REC-0801
CALL-0802,76,78,6,Phase-6,742,REC-0802
CALL-0803,76,78,6,Phase-6,50,REC-0803
CALL-0804,76,78,6,Phase-6,813,REC-0804
CALL-0805,1,77,6,Phase-6,619,REC-0805
CALL-0806,1,77,6,Phase-6,419,REC-0806
CALL-0807,3,77,6,Phase-6,518,REC-0807
CALL-0808,11,20,6,Phase-6,36,REC-0808
CALL-0809,11,20,6,Phase-6,390,REC-0809
CALL-0810,11,20,6,Phase-6,335,REC-0810
CALL-0811,11,20,6,Phase-6,801,REC-0811
CALL-0812,11,20,6,Phase-6,429,REC-0812
CALL-0813,1,15,6,Phase-6,885,REC-0813
CALL-0814,1,15,6,Phase-6,459,REC-0814
CALL-0815,3,1,7,Phase-7,581,REC-0815
CALL-0816,3,1,7,Phase-7,795,REC-0816
CALL-0817,3,1,7,Phase-7,782,REC-0817
CALL-0818,3,1,7,Phase-7,589,REC-0818
CALL-0819,3,1,7,Phase-7,849,REC-0819
CALL-0820,85,1,7,Phase-7,647,REC-0820
CALL-0821,85,1,7,Phase-7,255,REC-0821
CALL-0822,85,1,7,Phase-7,529,REC-0822
CALL-0823,85,1,7,Phase-7,254,REC-0823
CALL-0824,2,1,7,Phase-7,309,REC-0824
CALL-0825,2,1,7,Phase-7,476,REC-0825
CALL-0826,2,1,7,Phase-7,527,REC-0826
CALL-0827,2,1,7,Phase-7,59,REC-0827
CALL-0828,2,1,7,Phase-7,428,REC-0828
CALL-0829,6,1,7,Phase-7,374,REC-0829
CALL-0830,6,1,7,Phase-7,714,REC-0830
CALL-0831,6,1,7,Phase-7,725,REC-0831
CALL-0832,6,1,7,Phase-7,847,REC-0832
CALL-0833,55,1,7,Phase-7,444,REC-0833
CALL-0834,76,1,7,Phase-7,771,REC-0834
CALL-0835,76,1,7,Phase-7,199,REC-0835
CALL-0836,76,1,7,Phase-7,890,REC-0836
CALL-0837,76,1,7,Phase-7,508,REC-0837
CALL-0838,34,1,7,Phase-7,160,REC-0838
CALL-0839,11,1,7,Phase-7,667,REC-0839
CALL-0840,11,1,7,Phase-7,576,REC-0840
CALL-0841,11,1,7,Phase-7,57,REC-0841
CALL-0842,11,1,7,Phase-7,433,REC-0842
CALL-0843,11,1,7,Phase-7,636,REC-0843
CALL-0844,19,1,7,Phase-7,607,REC-0844
CALL-0845,19,1,7,Phase-7,708,REC-0845
CALL-0846,19,1,7,Phase-7,57,REC-0846
CALL-0847,19,1,7,Phase-7,115,REC-0847
CALL-0848,19,1,7,Phase-7,688,REC-0848
CALL-0849,77,1,7,Phase-7,468,REC-0849
CALL-0850,77,1,7,Phase-7,168,REC-0850
CALL-0851,77,1,7,Phase-7,502,REC-0851
CALL-0852,77,1,7,Phase-7,216,REC-0852
CALL-0853,77,1,7,Phase-7,81,REC-0853
CALL-0854,87,1,7,Phase-7,296,REC-0854
CALL-0855,87,1,7,Phase-7,418,REC-0855
CALL-0856,87,1,7,Phase-7,365,REC-0856
CALL-0857,87,1,7,Phase-7,246,REC-0857
CALL-0858,87,1,7,Phase-7,495,REC-0858
CALL-0859,20,1,7,Phase-7,364,REC-0859
CALL-0860,20,1,7,Phase-7,375,REC-0860
CALL-0861,20,1,7,Phase-7,809,REC-0861
CALL-0862,20,1,7,Phase-7,418,REC-0862
CALL-0863,20,1,7,Phase-7,314,REC-0863
CALL-0864,69,1,7,Phase-7,800,REC-0864
CALL-0865,69,1,7,Phase-7,881,REC-0865
CALL-0866,69,1,7,Phase-7,461,REC-0866
CALL-0867,69,1,7,Phase-7,288,REC-0867
CALL-0868,69,1,7,Phase-7,884,REC-0868
CALL-0869,68,1,7,Phase-7,113,REC-0869
CALL-0870,68,1,7,Phase-7,511,REC-0870
CALL-0871,68,1,7,Phase-7,49,REC-0871
CALL-0872,68,1,7,Phase-7,797,REC-0872
CALL-0873,68,1,7,Phase-7,582,REC-0873
CALL-0874,15,1,7,Phase-7,83,REC-0874
CALL-0875,1,4,7,Phase-7,388,REC-0875
CALL-0876,1,83,7,Phase-7,259,REC-0876
CALL-0877,3,83,7,Phase-7,695,REC-0877
CALL-0878,3,83,7,Phase-7,100,REC-0878
CALL-0879,3,83,7,Phase-7,829,REC-0879
CALL-0880,3,83,7,Phase-7,697,REC-0880
CALL-0881,9,83,7,Phase-7,71,REC-0881
CALL-0882,9,83,7,Phase-7,802,REC-0882
CALL-0883,9,83,7,Phase-7,61,REC-0883
CALL-0884,9,83,7,Phase-7,283,REC-0884
CALL-0885,9,83,7,Phase-7,234,REC-0885
CALL-0886,1,3,7,Phase-7,889,REC-0886
CALL-0887,1,3,7,Phase-7,50,REC-0887
CALL-0888,1,3,7,Phase-7,666,REC-0888
CALL-0889,1,3,7,Phase-7,186,REC-0889
CALL-0890,1,3,7,Phase-7,274,REC-0890
CALL-0891,87,3,7,Phase-7,159,REC-0891
CALL-0892,87,3,7,Phase-7,514,REC-0892
CALL-0893,1,5,7,Phase-7,715,REC-0893
CALL-0894,1,5,7,Phase-7,147,REC-0894
CALL-0895,1,5,7,Phase-7,607,REC-0895
CALL-0896,3,88,7,Phase-7,253,REC-0896
CALL-0897,85,88,7,Phase-7,506,REC-0897
CALL-0898,1,85,7,Phase-7,746,REC-0898
CALL-0899,1,85,7,Phase-7,292,REC-0899
CALL-0900,3,85,7,Phase-7,815,REC-0900
CALL-0901,3,85,7,Phase-7,407,REC-0901
CALL-0902,3,85,7,Phase-7,201,REC-0902
CALL-0903,3,85,7,Phase-7,650,REC-0903
CALL-0904,74,85,7,Phase-7,651,REC-0904
CALL-0905,1,62,7,Phase-7,795,REC-0905
CALL-0906,1,9,7,Phase-7,765,REC-0906
CALL-0907,83,9,7,Phase-7,147,REC-0907
CALL-0908,3,9,7,Phase-7,826,REC-0908
CALL-0909,3,9,7,Phase-7,868,REC-0909
CALL-0910,3,9,7,Phase-7,197,REC-0910
CALL-0911,3,9,7,Phase-7,348,REC-0911
CALL-0912,3,9,7,Phase-7,140,REC-0912
CALL-0913,1,2,7,Phase-7,622,REC-0913
CALL-0914,1,2,7,Phase-7,56,REC-0914
CALL-0915,1,2,7,Phase-7,349,REC-0915
CALL-0916,1,2,7,Phase-7,619,REC-0916
CALL-0917,1,2,7,Phase-7,723,REC-0917
CALL-0918,3,2,7,Phase-7,414,REC-0918
CALL-0919,1,6,7,Phase-7,436,REC-0919
CALL-0920,1,6,7,Phase-7,762,REC-0920
CALL-0921,1,6,7,Phase-7,233,REC-0921
CALL-0922,1,6,7,Phase-7,107,REC-0922
CALL-0923,1,6,7,Phase-7,636,REC-0923
CALL-0924,1,8,7,Phase-7,737,REC-0924
CALL-0925,1,76,7,Phase-7,880,REC-0925
CALL-0926,1,76,7,Phase-7,672,REC-0926
CALL-0927,1,76,7,Phase-7,278,REC-0927
CALL-0928,1,76,7,Phase-7,134,REC-0928
CALL-0929,1,76,7,Phase-7,743,REC-0929
CALL-0930,19,76,7,Phase-7,821,REC-0930
CALL-0931,78,76,7,Phase-7,338,REC-0931
CALL-0932,78,76,7,Phase-7,900,REC-0932
CALL-0933,78,76,7,Phase-7,730,REC-0933
CALL-0934,78,76,7,Phase-7,644,REC-0934
CALL-0935,78,76,7,Phase-7,854,REC-0935
CALL-0936,1,11,7,Phase-7,153,REC-0936
CALL-0937,18,12,7,Phase-7,845,REC-0937
CALL-0938,18,12,7,Phase-7,609,REC-0938
CALL-0939,18,12,7,Phase-7,831,REC-0939
CALL-0940,18,12,7,Phase-7,72,REC-0940
CALL-0941,18,12,7,Phase-7,385,REC-0941
CALL-0942,17,12,7,Phase-7,575,REC-0942
CALL-0943,22,12,7,Phase-7,468,REC-0943
CALL-0944,16,12,7,Phase-7,707,REC-0944
CALL-0945,16,12,7,Phase-7,409,REC-0945
CALL-0946,16,12,7,Phase-7,100,REC-0946
CALL-0947,16,12,7,Phase-7,548,REC-0947
CALL-0948,75,12,7,Phase-7,693,REC-0948
CALL-0949,1,14,7,Phase-7,379,REC-0949
CALL-0950,1,14,7,Phase-7,42,REC-0950
CALL-0951,1,19,7,Phase-7,899,REC-0951
CALL-0952,1,19,7,Phase-7,460,REC-0952
CALL-0953,1,19,7,Phase-7,872,REC-0953
CALL-0954,1,19,7,Phase-7,531,REC-0954
CALL-0955,3,19,7,Phase-7,138,REC-0955
CALL-0956,76,19,7,Phase-7,473,REC-0956
CALL-0957,77,19,7,Phase-7,400,REC-0957
CALL-0958,76,78,7,Phase-7,680,REC-0958
CALL-0959,76,78,7,Phase-7,878,REC-0959
CALL-0960,76,78,7,Phase-7,500,REC-0960
CALL-0961,76,78,7,Phase-7,754,REC-0961
CALL-0962,76,78,7,Phase-7,186,REC-0962
CALL-0963,79,78,7,Phase-7,475,REC-0963
CALL-0964,79,78,7,Phase-7,210,REC-0964
CALL-0965,79,78,7,Phase-7,781,REC-0965
CALL-0966,1,77,7,Phase-7,564,REC-0966
CALL-0967,1,77,7,Phase-7,696,REC-0967
CALL-0968,1,77,7,Phase-7,306,REC-0968
CALL-0969,1,77,7,Phase-7,660,REC-0969
CALL-0970,1,77,7,Phase-7,857,REC-0970
CALL-0971,3,77,7,Phase-7,581,REC-0971
CALL-0972,3,77,7,Phase-7,823,REC-0972
CALL-0973,1,87,7,Phase-7,525,REC-0973
CALL-0974,1,87,7,Phase-7,506,REC-0974
CALL-0975,11,20,7,Phase-7,476,REC-0975
CALL-0976,11,20,7,Phase-7,875,REC-0976
CALL-0977,11,20,7,Phase-7,778,REC-0977
CALL-0978,11,20,7,Phase-7,636,REC-0978
CALL-0979,11,20,7,Phase-7,304,REC-0979
CALL-0980,12,22,7,Phase-7,360,REC-0980
CALL-0981,3,74,7,Phase-7,281,REC-0981
CALL-0982,3,74,7,Phase-7,880,REC-0982
CALL-0983,3,74,7,Phase-7,118,REC-0983
CALL-0984,76,79,7,Phase-7,315,REC-0984
CALL-0985,78,79,7,Phase-7,491,REC-0985
CALL-0986,76,61,7,Phase-7,279,REC-0986
CALL-0987,76,61,7,Phase-7,798,REC-0987
CALL-0988,1,28,7,Phase-7,505,REC-0988
CALL-0989,1,81,7,Phase-7,613,REC-0989
CALL-0990,87,81,7,Phase-7,654,REC-0990
CALL-0991,87,81,7,Phase-7,714,REC-0991
CALL-0992,4,1,8,Phase-8,418,REC-0992
CALL-0993,3,1,8,Phase-8,374,REC-0993
CALL-0994,3,1,8,Phase-8,59,REC-0994
CALL-0995,3,1,8,Phase-8,536,REC-0995
CALL-0996,3,1,8,Phase-8,362,REC-0996
CALL-0997,3,1,8,Phase-8,216,REC-0997
CALL-0998,85,1,8,Phase-8,529,REC-0998
CALL-0999,2,1,8,Phase-8,247,REC-0999
CALL-1000,2,1,8,Phase-8,393,REC-1000
CALL-1001,6,1,8,Phase-8,846,REC-1001
CALL-1002,76,1,8,Phase-8,294,REC-1002
CALL-1003,14,1,8,Phase-8,378,REC-1003
CALL-1004,19,1,8,Phase-8,316,REC-1004
CALL-1005,87,1,8,Phase-8,640,REC-1005
CALL-1006,87,1,8,Phase-8,748,REC-1006
CALL-1007,87,1,8,Phase-8,312,REC-1007
CALL-1008,87,1,8,Phase-8,599,REC-1008
CALL-1009,87,1,8,Phase-8,40,REC-1009
CALL-1010,28,1,8,Phase-8,559,REC-1010
CALL-1011,1,4,8,Phase-8,225,REC-1011
CALL-1012,1,4,8,Phase-8,117,REC-1012
CALL-1013,1,83,8,Phase-8,277,REC-1013
CALL-1014,1,83,8,Phase-8,767,REC-1014
CALL-1015,1,3,8,Phase-8,446,REC-1015
CALL-1016,1,3,8,Phase-8,530,REC-1016
CALL-1017,1,3,8,Phase-8,598,REC-1017
CALL-1018,1,3,8,Phase-8,806,REC-1018
CALL-1019,1,3,8,Phase-8,276,REC-1019
CALL-1020,85,3,8,Phase-8,737,REC-1020
CALL-1021,85,3,8,Phase-8,517,REC-1021
CALL-1022,85,3,8,Phase-8,691,REC-1022
CALL-1023,85,3,8,Phase-8,758,REC-1023
CALL-1024,85,3,8,Phase-8,532,REC-1024
CALL-1025,2,3,8,Phase-8,488,REC-1025
CALL-1026,76,3,8,Phase-8,841,REC-1026
CALL-1027,11,3,8,Phase-8,47,REC-1027
CALL-1028,14,3,8,Phase-8,125,REC-1028
CALL-1029,87,3,8,Phase-8,331,REC-1029
CALL-1030,22,3,8,Phase-8,256,REC-1030
CALL-1031,22,3,8,Phase-8,444,REC-1031
CALL-1032,22,3,8,Phase-8,738,REC-1032
CALL-1033,1,85,8,Phase-8,279,REC-1033
