source_id,relationship,target_id,source,confidence
P006,CALLED,P001,call_records_synthetic,1.0
P006,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P053,CALLED,P001,call_records_synthetic,1.0
P084,CALLED,P001,call_records_synthetic,1.0
P001,CALLED,P004,call_records_synthetic,1.0
P001,CALLED,P089,call_records_synthetic,1.0
P001,CALLED,P089,call_records_synthetic,1.0
P001,CALLED,P089,call_records_synthetic,1.0
P001,CALLED,P089,call_records_synthetic,1.0
P001,CALLED,P089,call_records_synthetic,1.0
P007,CALLED,P089,call_records_synthetic,1.0
P007,CALLED,P089,call_records_synthetic,1.0
P007,CALLED,P089,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P086,CALLED,P083,call_records_synthetic,1.0
P086,CALLED,P083,call_records_synthetic,1.0
P086,CALLED,P083,call_records_synthetic,1.0
P086,CALLED,P083,call_records_synthetic,1.0
P086,CALLED,P083,call_records_synthetic,1.0
P084,CALLED,P083,call_records_synthetic,1.0
P052,CALLED,P083,call_records_synthetic,1.0
P052,CALLED,P083,call_records_synthetic,1.0
P052,CALLED,P083,call_records_synthetic,1.0
P052,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P085,CALLED,P003,call_records_synthetic,1.0
P085,CALLED,P003,call_records_synthetic,1.0
P090,CALLED,P003,call_records_synthetic,1.0
P012,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P005,call_records_synthetic,1.0
P001,CALLED,P005,call_records_synthetic,1.0
P001,CALLED,P005,call_records_synthetic,1.0
P001,CALLED,P005,call_records_synthetic,1.0
P001,CALLED,P005,call_records_synthetic,1.0
P001,CALLED,P088,call_records_synthetic,1.0
P001,CALLED,P088,call_records_synthetic,1.0
P001,CALLED,P088,call_records_synthetic,1.0
P001,CALLED,P088,call_records_synthetic,1.0
P001,CALLED,P088,call_records_synthetic,1.0
P085,CALLED,P088,call_records_synthetic,1.0
P085,CALLED,P088,call_records_synthetic,1.0
P085,CALLED,P088,call_records_synthetic,1.0
P085,CALLED,P088,call_records_synthetic,1.0
P085,CALLED,P088,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P083,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P088,CALLED,P085,call_records_synthetic,1.0
P088,CALLED,P085,call_records_synthetic,1.0
P076,CALLED,P085,call_records_synthetic,1.0
P076,CALLED,P085,call_records_synthetic,1.0
P076,CALLED,P085,call_records_synthetic,1.0
P076,CALLED,P085,call_records_synthetic,1.0
P076,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P090,call_records_synthetic,1.0
P001,CALLED,P086,call_records_synthetic,1.0
P001,CALLED,P086,call_records_synthetic,1.0
P001,CALLED,P086,call_records_synthetic,1.0
P083,CALLED,P086,call_records_synthetic,1.0
P083,CALLED,P086,call_records_synthetic,1.0
P083,CALLED,P086,call_records_synthetic,1.0
P083,CALLED,P086,call_records_synthetic,1.0
P083,CALLED,P086,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P089,CALLED,P007,call_records_synthetic,1.0
P089,CALLED,P007,call_records_synthetic,1.0
P001,CALLED,P006,call_records_synthetic,1.0
P001,CALLED,P006,call_records_synthetic,1.0
P001,CALLED,P006,call_records_synthetic,1.0
P001,CALLED,P006,call_records_synthetic,1.0
P001,CALLED,P006,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P003,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P047,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P085,CALLED,P076,call_records_synthetic,1.0
P085,CALLED,P076,call_records_synthetic,1.0
P085,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P009,call_records_synthetic,1.0
P001,CALLED,P009,call_records_synthetic,1.0
P001,CALLED,P009,call_records_synthetic,1.0
P001,CALLED,P009,call_records_synthetic,1.0
P001,CALLED,P009,call_records_synthetic,1.0
P003,CALLED,P009,call_records_synthetic,1.0
P003,CALLED,P009,call_records_synthetic,1.0
P003,CALLED,P009,call_records_synthetic,1.0
P003,CALLED,P009,call_records_synthetic,1.0
P003,CALLED,P009,call_records_synthetic,1.0
P008,CALLED,P009,call_records_synthetic,1.0
P008,CALLED,P009,call_records_synthetic,1.0
P008,CALLED,P009,call_records_synthetic,1.0
P008,CALLED,P009,call_records_synthetic,1.0
P031,CALLED,P009,call_records_synthetic,1.0
P008,CALLED,P035,call_records_synthetic,1.0
P001,CALLED,P011,call_records_synthetic,1.0
P001,CALLED,P011,call_records_synthetic,1.0
P001,CALLED,P011,call_records_synthetic,1.0
P083,CALLED,P084,call_records_synthetic,1.0
P001,CALLED,P049,call_records_synthetic,1.0
P089,CALLED,P049,call_records_synthetic,1.0
P083,CALLED,P107,call_records_synthetic,1.0
P086,CALLED,P107,call_records_synthetic,1.0
P086,CALLED,P107,call_records_synthetic,1.0
P001,CALLED,P013,call_records_synthetic,1.0
P001,CALLED,P013,call_records_synthetic,1.0
P001,CALLED,P013,call_records_synthetic,1.0
P001,CALLED,P013,call_records_synthetic,1.0
P001,CALLED,P013,call_records_synthetic,1.0
P013,CALLED,P051,call_records_synthetic,1.0
P107,CALLED,P063,call_records_synthetic,1.0
P107,CALLED,P063,call_records_synthetic,1.0
P107,CALLED,P063,call_records_synthetic,1.0
P107,CALLED,P063,call_records_synthetic,1.0
P107,CALLED,P063,call_records_synthetic,1.0
P089,CALLED,P109,call_records_synthetic,1.0
P089,CALLED,P109,call_records_synthetic,1.0
P089,CALLED,P031,call_records_synthetic,1.0
P003,CALLED,P031,call_records_synthetic,1.0
P003,CALLED,P031,call_records_synthetic,1.0
P003,CALLED,P031,call_records_synthetic,1.0
P003,CALLED,P031,call_records_synthetic,1.0
P003,CALLED,P031,call_records_synthetic,1.0
P003,CALLED,P012,call_records_synthetic,1.0
P003,CALLED,P012,call_records_synthetic,1.0
P089,CALLED,P014,call_records_synthetic,1.0
P001,CALLED,P052,call_records_synthetic,1.0
P001,CALLED,P052,call_records_synthetic,1.0
P083,CALLED,P052,call_records_synthetic,1.0
P083,CALLED,P052,call_records_synthetic,1.0
P001,CALLED,P106,call_records_synthetic,1.0
P083,CALLED,P106,call_records_synthetic,1.0
P001,CALLED,P015,call_records_synthetic,1.0
P001,CALLED,P015,call_records_synthetic,1.0
P001,CALLED,P015,call_records_synthetic,1.0
P001,CALLED,P015,call_records_synthetic,1.0
P001,CALLED,P015,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P002,CALLED,P001,call_records_synthetic,1.0
P006,CALLED,P001,call_records_synthetic,1.0
P006,CALLED,P001,call_records_synthetic,1.0
P006,CALLED,P001,call_records_synthetic,1.0
P006,CALLED,P001,call_records_synthetic,1.0
P006,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P084,CALLED,P001,call_records_synthetic,1.0
P084,CALLED,P001,call_records_synthetic,1.0
P031,CALLED,P001,call_records_synthetic,1.0
P031,CALLED,P001,call_records_synthetic,1.0
P031,CALLED,P001,call_records_synthetic,1.0
P108,CALLED,P001,call_records_synthetic,1.0
P108,CALLED,P001,call_records_synthetic,1.0
P108,CALLED,P001,call_records_synthetic,1.0
P108,CALLED,P001,call_records_synthetic,1.0
P100,CALLED,P001,call_records_synthetic,1.0
P082,CALLED,P001,call_records_synthetic,1.0
P019,CALLED,P001,call_records_synthetic,1.0
P001,CALLED,P004,call_records_synthetic,1.0
P001,CALLED,P004,call_records_synthetic,1.0
P001,CALLED,P004,call_records_synthetic,1.0
P001,CALLED,P089,call_records_synthetic,1.0
P001,CALLED,P089,call_records_synthetic,1.0
P007,CALLED,P089,call_records_synthetic,1.0
P076,CALLED,P089,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P086,CALLED,P083,call_records_synthetic,1.0
P086,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P085,CALLED,P003,call_records_synthetic,1.0
P012,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P005,call_records_synthetic,1.0
P001,CALLED,P005,call_records_synthetic,1.0
P001,CALLED,P005,call_records_synthetic,1.0
P008,CALLED,P005,call_records_synthetic,1.0
P085,CALLED,P088,call_records_synthetic,1.0
P085,CALLED,P088,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P088,CALLED,P085,call_records_synthetic,1.0
P083,CALLED,P086,call_records_synthetic,1.0
P083,CALLED,P086,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P006,call_records_synthetic,1.0
P001,CALLED,P006,call_records_synthetic,1.0
P001,CALLED,P006,call_records_synthetic,1.0
P108,CALLED,P006,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P055,call_records_synthetic,1.0
P001,CALLED,P055,call_records_synthetic,1.0
P001,CALLED,P055,call_records_synthetic,1.0
P001,CALLED,P047,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P003,CALLED,P009,call_records_synthetic,1.0
P003,CALLED,P009,call_records_synthetic,1.0
P012,CALLED,P009,call_records_synthetic,1.0
P012,CALLED,P009,call_records_synthetic,1.0
P001,CALLED,P034,call_records_synthetic,1.0
P031,CALLED,P013,call_records_synthetic,1.0
P001,CALLED,P031,call_records_synthetic,1.0
P003,CALLED,P031,call_records_synthetic,1.0
P003,CALLED,P031,call_records_synthetic,1.0
P003,CALLED,P031,call_records_synthetic,1.0
P003,CALLED,P031,call_records_synthetic,1.0
P012,CALLED,P031,call_records_synthetic,1.0
P012,CALLED,P031,call_records_synthetic,1.0
P012,CALLED,P031,call_records_synthetic,1.0
P001,CALLED,P012,call_records_synthetic,1.0
P001,CALLED,P012,call_records_synthetic,1.0
P003,CALLED,P012,call_records_synthetic,1.0
P003,CALLED,P012,call_records_synthetic,1.0
P003,CALLED,P012,call_records_synthetic,1.0
P003,CALLED,P012,call_records_synthetic,1.0
P032,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P017,CALLED,P012,call_records_synthetic,1.0
P017,CALLED,P012,call_records_synthetic,1.0
P012,CALLED,P018,call_records_synthetic,1.0
P012,CALLED,P025,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P001,CALLED,P019,call_records_synthetic,1.0
P001,CALLED,P015,call_records_synthetic,1.0
P001,CALLED,P015,call_records_synthetic,1.0
P083,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P005,CALLED,P001,call_records_synthetic,1.0
P005,CALLED,P001,call_records_synthetic,1.0
P005,CALLED,P001,call_records_synthetic,1.0
P005,CALLED,P001,call_records_synthetic,1.0
P005,CALLED,P001,call_records_synthetic,1.0
P085,CALLED,P001,call_records_synthetic,1.0
P085,CALLED,P001,call_records_synthetic,1.0
P002,CALLED,P001,call_records_synthetic,1.0
P002,CALLED,P001,call_records_synthetic,1.0
P002,CALLED,P001,call_records_synthetic,1.0
P002,CALLED,P001,call_records_synthetic,1.0
P002,CALLED,P001,call_records_synthetic,1.0
P006,CALLED,P001,call_records_synthetic,1.0
P006,CALLED,P001,call_records_synthetic,1.0
P006,CALLED,P001,call_records_synthetic,1.0
P006,CALLED,P001,call_records_synthetic,1.0
P006,CALLED,P001,call_records_synthetic,1.0
P008,CALLED,P001,call_records_synthetic,1.0
P008,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P084,CALLED,P001,call_records_synthetic,1.0
P084,CALLED,P001,call_records_synthetic,1.0
P012,CALLED,P001,call_records_synthetic,1.0
P012,CALLED,P001,call_records_synthetic,1.0
P082,CALLED,P001,call_records_synthetic,1.0
P019,CALLED,P001,call_records_synthetic,1.0
P019,CALLED,P001,call_records_synthetic,1.0
P019,CALLED,P001,call_records_synthetic,1.0
P019,CALLED,P001,call_records_synthetic,1.0
P019,CALLED,P001,call_records_synthetic,1.0
P077,CALLED,P001,call_records_synthetic,1.0
P077,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P020,CALLED,P001,call_records_synthetic,1.0
P020,CALLED,P001,call_records_synthetic,1.0
P020,CALLED,P001,call_records_synthetic,1.0
P020,CALLED,P001,call_records_synthetic,1.0
P020,CALLED,P001,call_records_synthetic,1.0
P015,CALLED,P001,call_records_synthetic,1.0
P001,CALLED,P004,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P003,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P005,CALLED,P003,call_records_synthetic,1.0
P005,CALLED,P003,call_records_synthetic,1.0
P005,CALLED,P003,call_records_synthetic,1.0
P002,CALLED,P003,call_records_synthetic,1.0
P002,CALLED,P003,call_records_synthetic,1.0
P076,CALLED,P003,call_records_synthetic,1.0
P076,CALLED,P003,call_records_synthetic,1.0
P076,CALLED,P003,call_records_synthetic,1.0
P076,CALLED,P003,call_records_synthetic,1.0
P012,CALLED,P003,call_records_synthetic,1.0
P012,CALLED,P003,call_records_synthetic,1.0
P012,CALLED,P003,call_records_synthetic,1.0
P012,CALLED,P003,call_records_synthetic,1.0
P012,CALLED,P003,call_records_synthetic,1.0
P019,CALLED,P003,call_records_synthetic,1.0
P077,CALLED,P003,call_records_synthetic,1.0
P077,CALLED,P003,call_records_synthetic,1.0
P087,CALLED,P003,call_records_synthetic,1.0
P015,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P005,call_records_synthetic,1.0
P001,CALLED,P005,call_records_synthetic,1.0
P001,CALLED,P005,call_records_synthetic,1.0
P001,CALLED,P005,call_records_synthetic,1.0
P001,CALLED,P005,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P084,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P008,call_records_synthetic,1.0
P003,CALLED,P008,call_records_synthetic,1.0
P003,CALLED,P008,call_records_synthetic,1.0
P005,CALLED,P008,call_records_synthetic,1.0
P005,CALLED,P008,call_records_synthetic,1.0
P085,CALLED,P008,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P001,CALLED,P076,call_records_synthetic,1.0
P003,CALLED,P076,call_records_synthetic,1.0
P003,CALLED,P076,call_records_synthetic,1.0
P003,CALLED,P076,call_records_synthetic,1.0
P003,CALLED,P076,call_records_synthetic,1.0
P003,CALLED,P076,call_records_synthetic,1.0
P085,CALLED,P076,call_records_synthetic,1.0
P012,CALLED,P076,call_records_synthetic,1.0
P012,CALLED,P076,call_records_synthetic,1.0
P012,CALLED,P076,call_records_synthetic,1.0
P012,CALLED,P076,call_records_synthetic,1.0
P012,CALLED,P076,call_records_synthetic,1.0
P078,CALLED,P076,call_records_synthetic,1.0
P078,CALLED,P076,call_records_synthetic,1.0
P078,CALLED,P076,call_records_synthetic,1.0
P078,CALLED,P076,call_records_synthetic,1.0
P078,CALLED,P076,call_records_synthetic,1.0
P015,CALLED,P076,call_records_synthetic,1.0
P015,CALLED,P076,call_records_synthetic,1.0
P003,CALLED,P009,call_records_synthetic,1.0
P003,CALLED,P009,call_records_synthetic,1.0
P003,CALLED,P009,call_records_synthetic,1.0
P012,CALLED,P009,call_records_synthetic,1.0
P012,CALLED,P013,call_records_synthetic,1.0
P012,CALLED,P013,call_records_synthetic,1.0
P012,CALLED,P013,call_records_synthetic,1.0
P012,CALLED,P031,call_records_synthetic,1.0
P001,CALLED,P012,call_records_synthetic,1.0
P001,CALLED,P012,call_records_synthetic,1.0
P003,CALLED,P012,call_records_synthetic,1.0
P003,CALLED,P012,call_records_synthetic,1.0
P003,CALLED,P012,call_records_synthetic,1.0
P003,CALLED,P012,call_records_synthetic,1.0
P003,CALLED,P012,call_records_synthetic,1.0
P013,CALLED,P012,call_records_synthetic,1.0
P013,CALLED,P012,call_records_synthetic,1.0
P014,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P018,CALLED,P012,call_records_synthetic,1.0
P017,CALLED,P012,call_records_synthetic,1.0
P017,CALLED,P012,call_records_synthetic,1.0
P017,CALLED,P012,call_records_synthetic,1.0
P017,CALLED,P012,call_records_synthetic,1.0
P017,CALLED,P012,call_records_synthetic,1.0
P025,CALLED,P012,call_records_synthetic,1.0
P003,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P014,call_records_synthetic,1.0
P012,CALLED,P018,call_records_synthetic,1.0
P012,CALLED,P018,call_records_synthetic,1.0
P012,CALLED,P018,call_records_synthetic,1.0
P012,CALLED,P018,call_records_synthetic,1.0
P012,CALLED,P018,call_records_synthetic,1.0
P012,CALLED,P017,call_records_synthetic,1.0
P012,CALLED,P017,call_records_synthetic,1.0
P012,CALLED,P017,call_records_synthetic,1.0
P012,CALLED,P017,call_records_synthetic,1.0
P012,CALLED,P017,call_records_synthetic,1.0
P012,CALLED,P025,call_records_synthetic,1.0
P012,CALLED,P025,call_records_synthetic,1.0
P012,CALLED,P025,call_records_synthetic,1.0
P001,CALLED,P082,call_records_synthetic,1.0
P001,CALLED,P019,call_records_synthetic,1.0
P001,CALLED,P019,call_records_synthetic,1.0
P001,CALLED,P019,call_records_synthetic,1.0
P001,CALLED,P019,call_records_synthetic,1.0
P001,CALLED,P019,call_records_synthetic,1.0
P076,CALLED,P019,call_records_synthetic,1.0
P076,CALLED,P078,call_records_synthetic,1.0
P076,CALLED,P078,call_records_synthetic,1.0
P076,CALLED,P078,call_records_synthetic,1.0
P001,CALLED,P077,call_records_synthetic,1.0
P001,CALLED,P077,call_records_synthetic,1.0
P003,CALLED,P077,call_records_synthetic,1.0
P011,CALLED,P020,call_records_synthetic,1.0
P011,CALLED,P020,call_records_synthetic,1.0
P011,CALLED,P020,call_records_synthetic,1.0
P011,CALLED,P020,call_records_synthetic,1.0
P011,CALLED,P020,call_records_synthetic,1.0
P001,CALLED,P015,call_records_synthetic,1.0
P001,CALLED,P015,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P003,CALLED,P001,call_records_synthetic,1.0
P085,CALLED,P001,call_records_synthetic,1.0
P085,CALLED,P001,call_records_synthetic,1.0
P085,CALLED,P001,call_records_synthetic,1.0
P085,CALLED,P001,call_records_synthetic,1.0
P002,CALLED,P001,call_records_synthetic,1.0
P002,CALLED,P001,call_records_synthetic,1.0
P002,CALLED,P001,call_records_synthetic,1.0
P002,CALLED,P001,call_records_synthetic,1.0
P002,CALLED,P001,call_records_synthetic,1.0
P006,CALLED,P001,call_records_synthetic,1.0
P006,CALLED,P001,call_records_synthetic,1.0
P006,CALLED,P001,call_records_synthetic,1.0
P006,CALLED,P001,call_records_synthetic,1.0
P055,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P076,CALLED,P001,call_records_synthetic,1.0
P034,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P011,CALLED,P001,call_records_synthetic,1.0
P019,CALLED,P001,call_records_synthetic,1.0
P019,CALLED,P001,call_records_synthetic,1.0
P019,CALLED,P001,call_records_synthetic,1.0
P019,CALLED,P001,call_records_synthetic,1.0
P019,CALLED,P001,call_records_synthetic,1.0
P077,CALLED,P001,call_records_synthetic,1.0
P077,CALLED,P001,call_records_synthetic,1.0
P077,CALLED,P001,call_records_synthetic,1.0
P077,CALLED,P001,call_records_synthetic,1.0
P077,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P087,CALLED,P001,call_records_synthetic,1.0
P020,CALLED,P001,call_records_synthetic,1.0
P020,CALLED,P001,call_records_synthetic,1.0
P020,CALLED,P001,call_records_synthetic,1.0
P020,CALLED,P001,call_records_synthetic,1.0
P020,CALLED,P001,call_records_synthetic,1.0
P069,CALLED,P001,call_records_synthetic,1.0
P069,CALLED,P001,call_records_synthetic,1.0
P069,CALLED,P001,call_records_synthetic,1.0
P069,CALLED,P001,call_records_synthetic,1.0
P069,CALLED,P001,call_records_synthetic,1.0
P068,CALLED,P001,call_records_synthetic,1.0
P068,CALLED,P001,call_records_synthetic,1.0
P068,CALLED,P001,call_records_synthetic,1.0
P068,CALLED,P001,call_records_synthetic,1.0
P068,CALLED,P001,call_records_synthetic,1.0
P015,CALLED,P001,call_records_synthetic,1.0
P001,CALLED,P004,call_records_synthetic,1.0
P001,CALLED,P083,call_records_synthetic,1.0
P003,CALLED,P083,call_records_synthetic,1.0
P003,CALLED,P083,call_records_synthetic,1.0
P003,CALLED,P083,call_records_synthetic,1.0
P003,CALLED,P083,call_records_synthetic,1.0
P009,CALLED,P083,call_records_synthetic,1.0
P009,CALLED,P083,call_records_synthetic,1.0
P009,CALLED,P083,call_records_synthetic,1.0
P009,CALLED,P083,call_records_synthetic,1.0
P009,CALLED,P083,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P003,call_records_synthetic,1.0
P087,CALLED,P003,call_records_synthetic,1.0
P087,CALLED,P003,call_records_synthetic,1.0
P001,CALLED,P005,call_records_synthetic,1.0
P001,CALLED,P005,call_records_synthetic,1.0
P001,CALLED,P005,call_records_synthetic,1.0
P003,CALLED,P088,call_records_synthetic,1.0
P085,CALLED,P088,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P003,CALLED,P085,call_records_synthetic,1.0
P074,CALLED,P085,call_records_synthetic,1.0
P001,CALLED,P062,call_records_synthetic,1.0
P001,CALLED,P009,call_records_synthetic,1.0
P083,CALLED,P009,call_records_synthetic,1.0
P003,CALLED,P009,call_records_synthetic,1.0
P003,CALLED,P009,call_records_synthetic,1.0
P003,CALLED,P009,call_records_synthetic,1.0
P003,CALLED,P009,call_records_synthetic,1.0
P003,CALLED,P009,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P001,CALLED,P002,call_records_synthetic,1.0
P003,CALLED,P002,call_records_synthetic,1.0
