document_id,document_type,text,source,entity_id,vector_status
FIR-Baguiati-PS526-18-1-jpg,FIR,Baguiati | 2018 | 420/406/468/471/120 B Ipc | Biswanath Sen,FIR_details.json,,PENDING
FIR-Baguiati-PS526-2021-1-jpg,FIR,Baguiati | 2021 | 279/304A Ipc | Sanjib Ghosh,FIR_details.json,,PENDING
FIR-Baguiati-PS527-18-1-jpg,FIR,Baguiati | 2018 | 420/406/468/471/120 B Ipc | Biswanath Sen,FIR_details.json,,PENDING
FIR-Baguiati-PS527-19-1-jpg,FIR,Baguiati | 2019 | 448/323/325/506/34 Ipc | Dr. Santiranjan Biswas,FIR_details.json,,PENDING
FIR-Baguiati-PS527-2021-1-jpg,FIR,Baguiati | 2021 | 379 Ipc | Saikat Mondal,FIR_details.json,,PENDING
FIR-Baguiati-PS528-18-1-jpg,FIR,Baguiati | 2018 | 498 A/325/506/509/34 Ipc | Mayna Bibi,FIR_details.json,,PENDING
FIR-Baguiati-PS528-2021-1-jpg,FIR,Baguiati | 2021 | 341/326/506 Ipc | Angsupati Biswas,FIR_details.json,,PENDING
FIR-Baguiati-PS529-18-1-jpg,FIR,448/323/427/506/34 Ipc | Radha Debi Shaw,FIR_details.json,,PENDING
FIR-Baguiati-PS529-2021-1-jpg,FIR,Baguiati | 2021 | 406 Ipc | Smt. Sumana Dolui Nee Das,FIR_details.json,,PENDING
FIR-Baguiati-PS530-18-1-jpg,FIR,Baguiati | 2018 | 279/338/427/186/353/332/333/325/307/34 Ipc | Durga Mahali Asi Of Police,FIR_details.json,,PENDING
FIR-Baguiati-PS530-2021-1-jpg,FIR,Baguiati | 2021 | 341/323/506/34 Ipc | Sabera Bibi,FIR_details.json,,PENDING
FIR-Baguiati-PS531-18-1-jpg,FIR,Mousumi Sardar (Mandal),FIR_details.json,,PENDING
FIR-Baguiati-PS531-2021-1-jpg,FIR,Baguiati | 2021 | 498A/420/325/406 Ipc | Sumita Saha,FIR_details.json,,PENDING
FIR-Baguiati-PS532-18-1-jpg,FIR,Baguiati | 2018 | 147/323/427/504/506/34 Ipc | Krishna Biswas,FIR_details.json,,PENDING
FIR-Baguiati-PS532-2021-1-jpg,FIR,Baguiati | 2021 | 341/323/34 Ipc | Samad Mondal,FIR_details.json,,PENDING
FIR-Baguiati-PS533-18-1-jpg,FIR,Baguiati | 2018 | 448/323/325/506/34 Ipc | Smt. Anima Bibi,FIR_details.json,,PENDING
FIR-Baguiati-PS533-2021-1-jpg,FIR,Baguiati | 2021 | 341/323/325/34 Ipc | Sunita Shaw,FIR_details.json,,PENDING
FIR-Baguiati-PS534-18-1-jpg,FIR,Baguiati | 2018 | 341/323/506 Ipc | Meena Jaiswal,FIR_details.json,,PENDING
FIR-Baguiati-PS534-2021-1-jpg,FIR,Baguiati | 2021 | 341/447/323/325/354/427/504/509/34 Ipc | Soumen Mondal,FIR_details.json,,PENDING
FIR-Baguiati-PS535-18-1-jpg,FIR,Baguiati | 2018 | 498 A/406/34 Ipc,FIR_details.json,,PENDING
FIR-Baguiati-PS535-2021-1-jpg,FIR,"Baguiati | 2021 | 279/188/323/353/506/34 Ipc | Asi (Ub) 56 Biswajit Naskar Of Baguiati Traffic Guard, Bdn Pc",FIR_details.json,,PENDING
FIR-Baguiati-PS536-18-1-jpg,FIR,Baguiati | 2018 | 21 (C)/29 Nd Act 1985 As Amended In 2001 | Sabiruddin Mufti,FIR_details.json,,PENDING
FIR-Baguiati-PS536-2021-1-jpg,FIR,Baguiati | 2021 | 341/326/506 Ipc | Subir Ghosh,FIR_details.json,,PENDING
FIR-Baguiati-PS537-18-1-jpg,FIR,Baguiati | 2018 | 341/325/379/506/34 Ipc | Asi Ganesh Sardar,FIR_details.json,,PENDING
FIR-Baguiati-PS537-2021-1-jpg,FIR,Baguiati | 2021 | 341/323/325/34 Ipc | Somnath Das,FIR_details.json,,PENDING
FIR-Baguiati-PS538-18-1-jpg,FIR,Baguiati | 2018 | 420/120B/506 Ipc | Sanjib Saha,FIR_details.json,,PENDING
FIR-Baguiati-PS538-2021-1-jpg,FIR,Baguiati | 2021 | 279/338/304A Ipc | Anima Roy,FIR_details.json,,PENDING
FIR-Baguiati-PS539-18-1-jpg,FIR,Baguiati | 2018 | 135 (I)(A )Electricity Act 2003 | Sanjukta Ghosal,FIR_details.json,,PENDING
FIR-Baguiati-PS539-2021-1-jpg,FIR,Baguiati | 2021 | 188/290/269/270/271/34 Ipc &Amp; 51 Of Disaster Management Act. | Si Preetam Singh Of Baguiati P.S,FIR_details.json,,PENDING
FIR-Baguiati-PS540-18-1-jpg,FIR,Baguiati | 2018 | 135(I)(E) Electricity Act 2003,FIR_details.json,,PENDING
FIR-Baguiati-PS540-2021-1-jpg,FIR,Baguiati | 2021 | 186/188/353/290/269/270/271/34 Ipc &Amp; 51 Of Disaster Management Act | Si Preetam Singh Of Baguiati,FIR_details.json,,PENDING
FIR-Baguiati-PS541-18-1-jpg,FIR,Baguiati | 2018 | Sanjeat Biswas,FIR_details.json,,PENDING
FIR-Baguiati-PS541-2021-1-jpg,FIR,Baguiati | 2021 | 188/269/270/271/34 Ipc And 51 Of Disaster Management Act | Psi Malay Samajpati Of Baguiati Ps Bdn Pc,FIR_details.json,,PENDING
FIR-Baguiati-PS542-18-1-jpg,FIR,Baguiati | 2018 | 304 Ipc | Priyanka Sarkar,FIR_details.json,,PENDING
FIR-Baguiati-PS542-2021-1-jpg,FIR,Baguiati | 2021 | 341/323/506 Ipc | Md Amiruddin,FIR_details.json,,PENDING
FIR-Baguiati-PS543-18-1-jpg,FIR,Baguiati | 2018 | 420/406 Ipc | Biswarup Chakroborty,FIR_details.json,,PENDING
FIR-Baguiati-PS543-2021-1-jpg,FIR,Baguiati | 2021 | 341/325/354/379/506/34 Ipc | Sk Monnaf,FIR_details.json,,PENDING
FIR-Baguiati-PS544-18-1-jpg,FIR,Baguiati | 2018 | 420/406 Ipc | Si Tribhuwan Singh,FIR_details.json,,PENDING
FIR-Baguiati-PS544-2021-1-jpg,FIR,Baguiati | 2021 | 498A/406/34 Ipc | Rehana Bibi,FIR_details.json,,PENDING
FIR-Baguiati-PS545-18-1-jpg,FIR,Baguiati | 2018 | 341/325/354/307/506 Ipc | Ishita Das,FIR_details.json,,PENDING
FIR-Baguiati-PS545-2021-1-jpg,FIR,Baguiati | 2021 | 448/323/325/427/380/34 Ipc | Dolly Sadhukahan,FIR_details.json,,PENDING
FIR-Baguiati-PS546-18-1-jpg,FIR,Baguiati | 2018 | Md. Goni,FIR_details.json,,PENDING
FIR-Baguiati-PS546-2021-1-jpg,FIR,Baguiati | 2021 | 188/269/270/271/34 Ipc And 51 Of Disaster Management Act | Psi Subhankar Pal Of Baguiati Ps,FIR_details.json,,PENDING
FIR-Baguiati-PS547-18-1-jpg,FIR,Baguiati | 2018 | Khokon Mondal,FIR_details.json,,PENDING
FIR-Baguiati-PS547-2021-1-jpg,FIR,Baguiati | 2021 | Si Manik Mondal Of Baguiati Ps,FIR_details.json,,PENDING
FIR-Baguiati-PS548-18-1-jpg,FIR,Baguiati | 2018 | 341/290/354/509 Ipc | Kalika Prashad Mishra,FIR_details.json,,PENDING
FIR-Baguiati-PS548-2021-1-jpg,FIR,Baguiati | 2021 | 420/406 Ipc | Amiya Krishna Panda,FIR_details.json,,PENDING
FIR-Baguiati-PS549-18-1-jpg,FIR,Baguiati | 2018 | 341/325/506/34 Ipc | Uttam Naskar,FIR_details.json,,PENDING
FIR-Baguiati-PS549-2021-1-jpg,FIR,Baguiati | 2021 | 420 Ipc | Pijush Biswas,FIR_details.json,,PENDING
FIR-Baguiati-PS550-18-1-jpg,FIR,Baguiati | 399/402 Ipc | Si. Ujjawal Santra,FIR_details.json,,PENDING
FIR-Baguiati-PS550-2021-1-jpg,FIR,Baguiati | 2021 | 498A/323/506/34 Ipc | Soma Mondal,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0200-2017-4289-1-jpg,FIR,Bidhannagar North | 2017 | Sourav Chakraborty,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0201-2017-4187-1-jpg,FIR,Bidhannagar North | 2017 | 406/420/467/468/471/120B Ipc | Awadhesh Kumar Jha,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0202-2017-4251-1-jpg,FIR,Bidhannagar North | 2017 | 135(I)(E) Electricity Act | Sanjib Agarwal,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0203-2017-4270-1-jpg,FIR,Bidhannagar North | 2017 | 363/365 Ipc | Atanu Paul,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0205-2017-1730-1-jpg,FIR,Bidhannagar North | 2017 | 279/337/338 Ipc | Ranjit Biswas,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0207-2017-1747-1-jpg,FIR,Bidhannagar North | 2017 | 279/304 Ipc | Atindra Bhattacharya,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0208-2017-2524-1-jpg,FIR,Bidhannagar North | 2017 | 419/420/406 Ipc | Bhaskar Ganguly,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0209-2017-2574-1-jpg,FIR,Bidhannagar North | 2017 | 341/354/354B/325/323/509/506/34 Ipc | Puspa Roy,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0210-2017-2578-1-jpg,FIR,Bidhannagar North | 2017 | 323/325/34 Ipc | Kabita Gupta,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0211-2017-2475-1-jpg,FIR,Bidhannagar North | 341/323/325/308/379/506/34 Ipc | Shamim Akhtar,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0212-2017-2522-1-jpg,FIR,Bidhannagar North | 2017 | 279/337/338 Ipc | Payel Ghosh,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0213-2017-2509-1-jpg,FIR,Bidhannagar North | 2017 | 379 Ipc | Md Sabir,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0214-2017-2568-1-jpg,FIR,Bidhannagar North | 2017 | 406/420/506 Ipc | Dr Mahua Chauduri,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0215-2017-2477-1-jpg,FIR,Bidhannagar North | 2017 | 381 Ipc | Raj Kumar Agarwal,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0216-2017-3672-1-jpg,FIR,Bidhannagar North | 2017 | Supti Roy,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0217-2017-3628-1-jpg,FIR,Bidhannagar North | 2017 | 323/354/509/506 Ipc | Bratati Banerjee,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0218-2017-3621-1-jpg,FIR,Bidhannagar North | 2017 | 381/120B Ipc | Sri Madhusudan Pal Asi Of Police 4Th Bn Kap,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0219-2017-3662-1-jpg,FIR,Bidhannagar North | 2017 | 341/323/325 Ipc | Sourav Biswas,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0221-2017-5340-1-jpg,FIR,Bidhannagar North | 2017 | 285/286/188 Ipc And 24Wb Fire Service Act | Si Pratapaditya Mondal,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0222-2017-5361-1-jpg,FIR,Bidhannagar North | 2017 | 285/286/188 Ipc And 24Wb Fire Service Act | Si Pratapaditya Mondal,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0223-2017-5333-1-jpg,FIR,Bidhannagar North | 2017 | 387 Ipc | Kartik Ch Karmaker,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0224-2017-5429-1-jpg,FIR,Bidhannagar North | 2017 | 354C/354B/506/509/34 Ipc | Arpita Acharya,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0225-2017-5961-1-jpg,FIR,279/337/338 Ipc | Ratan Das,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0226-2017-5903-1-jpg,FIR,Bidhannagar North | 2017 | 143/145/283 Ipc | Si Soumen Tapaswi Of Bidhannagar North Ps,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0227-2017-5975-1-jpg,FIR,Bidhannagar North | 2017 | 406/467/471/474 Ipc | Shibani Mukherjee,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0228-2017-5944-1-jpg,FIR,Bidhannagar North | 2017 | 279/304 Ipc | Anurudra Parial,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0229-2017-5999-1-jpg,FIR,Bidhannagar North | 2017 | 506/509 Ipc | Sahanaz Khatoon,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0230-2017-5923-1-jpg,FIR,Bidhannagar North | 2017 | 279/338 Ipc | Rishav Kr Gupta,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0231-2017-5927-1-jpg,FIR,Bidhannagar North | 2017 | 420/406 Ipc | Ranjit Kundu,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0232-2017-5912-1-jpg,FIR,135 (I) (E) Electricity Act | Sanjib Agarwal,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0233-2017-5916-1-jpg,FIR,Bidhannagar North | 2017 | 135 (I) (E) Electricity Act | Sanjib Agarwal,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0234-2017-5933-1-jpg,FIR,Bidhannagar North | 2017 | 323/325/506/34 Ipc | Sk. Abdul Safik,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0235-2017-5971-1-jpg,FIR,Bidhannagar North | 323/325/506 Ipc And 24 Maintenance And Welfare Of Parents And Senior Citizen Act. | Smt. Dipa Das,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0236-2017-5920-1-jpg,FIR,Bidhannagar North | 2017 | 279/333/353/114/34 Ipc | Bapan Mondal,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0237-2017-8509-1-jpg,FIR,Bidhannagar North | 2017 | 498A/406 Ipc | Rina Pal,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0238-2017-7825-1-jpg,FIR,Bidhannagar North | 2017 | Sanjib Agarwal,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0239-2017-1973-1-jpg,FIR,Bidhannagar North | 2017 | 363/365 Ipc | Mithu Mukherjee,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0240-2017-1911-1-jpg,FIR,Bidhannagar North | 2017 | 326 Ipc | Satish Tiwari,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0241-2017-1937-1-jpg,FIR,Bidhannagar North | 2017 | 509/506 Ipc | Sonali Basu,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0242-2017-4759-1-jpg,FIR,Bidhannagar North | 2017 | 143/186/188/323/325/353/307/427/506/120B Ipc And Sec- 8/9/W.B.M.O.P.O Act 1972 And Sec- 3 P.D.P.P Act,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0243-2017-4780-1-jpg,FIR,Bidhannagar North | 2017 | 166/325/506/34 Ipc | Lav Kumar Singh,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0244-2017-4806-1-jpg,FIR,Bidhannagar North | 2017 | 354D/506/509 Ipc | Payel Singh,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0245-2017-4850-1-jpg,FIR,Bidhannagar North | 2017 | 186/332/353/506 Ipc | Ajoy Das,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0246-2017-2293-1-jpg,FIR,Bidhannagar North | 2017 | 420/465/467/468/471/120B Ipc | Soumyajit Das,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0247-2017-2357-1-jpg,FIR,279/325/308/427 Ipc | Ranjit Mayra,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0248-2017-4626-1-jpg,FIR,Bidhannagar North | 2017 | 504/505(2)(3)/506 (Ii)/509 Ipc | Keya Das,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0249-2017-2338-1-jpg,FIR,2017 | 420/406 Ipc | Shibani Saha Chowdhury,FIR_details.json,,PENDING
FIR-Bidhannagar-North-PSBDN-NORTH-0250-2017-2334-1-jpg,FIR,2017 | 381 Ipc | Ronita Deb (Dutta),FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0100-2017-4941-1-jpg,FIR,Bidhannagar South | 2017 | 419/420/467/468/471/120B Ipc,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0101-2017-5779-1-jpg,FIR,Bidhannagar South | 2017 | 406/420/467(Para-Ii)/34 Ipc | Debasish Manna,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0102-2017-4253-1-jpg,FIR,Bidhannagar South | 2017 | 399/402 Ipc | Si Mahesh Das,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0103-2017-4177-1-jpg,FIR,Bidhannagar South | 2017 | 323/354/307/427/506/34 Ipc | Bimalendu Bose,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0104-2017-1191-1-jpg,FIR,Bidhannagar South | 2017 | 381 Ipc | Deepti Bhattacharya,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0105-2017-1202-1-jpg,FIR,Bidhannagar South | 2017 | 135 (I)(A) Electricity Act. 2003 As Amended 2007 | Arpana Saha,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0106-2017-1612-1-jpg,FIR,Bidhannagar South | 2017 | 279/338/427 Ipc | Aritra Mukherjee,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0107-2017-1578-1-jpg,FIR,Bidhannagar South | 2017 | 341/325/354/506/34 Ipc | Nilratan Mondal,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0108-2017-1983-1-jpg,FIR,Bidhannagar South | 2017 | 379 Ipc | Ritesh Kr. Gupta,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0109-2017-2365-1-jpg,FIR,Bidhannagar South | 2017 | 279/338/427 Ipc | Linda Jude,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0110-2017-3132-1-jpg,FIR,Bidhannagar South | 2017 | Dr.Arpan Chatterjee,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0111-2017-3455-1-jpg,FIR,Bidhannagar South | 2017 | 279/338 Ipc | S.S Chowdhury,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0112-2017-4196-1-jpg,FIR,Bidhannagar South | 2017 | 498(A)/326/307 Ipc | Kusum Koiri,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0113-2017-5336-1-jpg,FIR,Bidhannagar South | 2017 | 379/427/34 | Indrajit Bose,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0114-2017-5764-1-jpg,FIR,Bidhannagar South | 2017 | Sumana Barman,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0115-2017-5789-1-jpg,FIR,Bidhannagar South | 2017 | 379 Ipc | Anlan Protap Dutta,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0116-2017-5733-1-jpg,FIR,Bidhannagar South | 2017 | Sri Sabyasachi Dutta,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0117-2017-7825-1-jpg,FIR,Bidhannagar South | 2017 | 498A/323/506/34 Ipc | Desdimona Banerjee,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0118-2017-8167-1-jpg,FIR,Bidhannagar South | 2017 | 417/376 | Parvin Sultana Mallick,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0119-2017-8072-1-jpg,FIR,Bidhannagar South | 2017 | 504/406/379/408/384/385/34 Ipc | Sri Ashim Bhandari,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0120-2017-8623-1-jpg,FIR,Bidhannagar South | 2017,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0121-2017-7977-1-jpg,FIR,Bidhannagar South | 2017 | 430/379/34 Ipc | Ashok Kr. Singh,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0122-2017-2304-1-jpg,FIR,Bidhannagar South | 2017 | 431/379/34 Ipc | Prabir Sadrar,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0123-2017-3110-1-jpg,FIR,Bidhannagar South | 2017 | Samir Sarkar,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0124-2017-3102-1-jpg,FIR,Bidhannagar South | 2017 | Prasanta Mishtri,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0125-2017-3484-1-jpg,FIR,Bidhannagar South | 2017 | 279/338 Ipc | Arun Patra,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0126-2017-4666-1-jpg,FIR,Bidhannagar South | 2017 | Si Mahesh Das,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0127-2017-5323-1-jpg,FIR,Bidhannagar South | 2017 | 498(A)/506/324/406 And 3/4 D.P.Act.,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0128-2017-5391-1-jpg,FIR,Bidhannagar South | 2017 | 279/338 Ipc | Smritikanatalukder,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0129-2017-5754-1-jpg,FIR,2017 | 419/34 Ipc | Si Debasish Debnath,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0130-2017-5777-1-jpg,FIR,Bidhannagar South | 2017 | 380 Ipc | Ashima Saha,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0131-2017-5735-1-jpg,FIR,Bidhannagar South | 2017 | 399/402 Ipc | Si Mahesh Das,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0132-2017-6666-1-jpg,FIR,Bidhannagar South | 2017 | 381 Ipc | Sumita Chatterjee,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0133-2017-1056-1-jpg,FIR,Bidhannagar South | 2017 | 448/354 Ipc | Menoka Biswas,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0134-2017-9877-1-jpg,FIR,Bidhannagar South | 2017 | 498A/406/323/506/34 Ipc | Desdimona Banerjee,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0135-2017-2524-1-jpg,FIR,Bidhannagar South | 2017 | 419/420/120B/34 Ipc | Uma Banerjee,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0136-2017-2553-1-jpg,FIR,Bidhannagar South | 2017 | 341/380/387/427/451/454/467/468/471/506/34 Ipc | Arun Bhaduri,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0137-2017-2921-1-jpg,FIR,Bidhannagar South | 2017 | 498A/306/34 Ipc And 4 Dp Act. | Shib Kumar Gupta,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0138-2017-3231-1-jpg,FIR,Bidhannagar South | 2017 | 392 Ipc | Manoj Kumar Singh,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0139-2017-3674-1-jpg,FIR,Bidhannagar South | 2017 | 419/468/471 Ipc | Shovan Kumar Kundu,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0140-2017-3704-1-jpg,FIR,Bidhannagar South | 2017 | 341/323/376(2)(I)/511/506 Ipc And Section 4/18 Pocso Act. | Smt. Jyoti Pal,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0141-2017-4466-1-jpg,FIR,Bidhannagar South | 2017 | 325/364/365/382/506 Ipc | Bikas Thakur,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0142-2017-4460-1-jpg,FIR,Bidhannagar South | 2017 | 406/420/506/120B Ipc | Sunil Deorah,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0143-2017-4823-1-jpg,FIR,Bidhannagar South | 2017 | 465/467/468/471/474 Ipc | Tapan Barik,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0144-2017-4861-1-jpg,FIR,Bidhannagar South | 2017 | 279/338 Ipc | Mitrangshu Das,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0145-2017-4859-1-jpg,FIR,Bidhannagar South | 2017 | 186/325/353/365/506 Ipc | Sunil Dutta,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0146-2017-7844-1-jpg,FIR,Bidhannagar South | 2017 | 341/323/427/506/34 Ipc | Sri Somit Sengupta,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0147-2017-7787-1-jpg,FIR,Bidhannagar South | 2017 | 354/447 Ipc | Soumitra Mondal,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0148-2017-1164-1-jpg,FIR,Bidhannagar South | 2017 | 354 Ipc | Subrata Biswas,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0149-2017-1181-1-jpg,FIR,Bidhannagar South | 2017 | Linda Lal Muaupuii,FIR_details.json,,PENDING
FIR-Bidhannagar-South-PSBDN-SOUTH-0150-2017-1924-1-jpg,FIR,Bidhannagar South | 2017 | 420/406 Ipc | Piku Bhattacharjee,FIR_details.json,,PENDING
FIR-Cyber-Crime-PS40-20-1-jpg,FIR,Cyber-Crime | 2020 | 468/469/471/419/420/120B/34 | Debayan Nath,FIR_details.json,,PENDING
FIR-Cyber-Crime-PS41-20-1-jpg,FIR,Cyber-Crime | 2020 | 419/420/120B/34 Ipc | Anish Depankaj,FIR_details.json,,PENDING
FIR-Cyber-Crime-PS42-20-1-jpg,FIR,Cyber-Crime | 2020 | 419/420/120B Ipc | Prabal Dhar,FIR_details.json,,PENDING
FIR-Cyber-Crime-PS43-20-1-jpg,FIR,Cyber-Crime | 2020 | 469/500 | Uday Narayan Srivastava,FIR_details.json,,PENDING
FIR-Cyber-Crime-PS44-20-1-jpg,FIR,Cyber-Crime | 2020 | 406/419/420/120B Ipc | Adidtya Jain,FIR_details.json,,PENDING
FIR-Cyber-Crime-PS45-20-1-jpg,FIR,Cyber-Crime | 2020 | 419/420/120B Ipc | Pawan Jha,FIR_details.json,,PENDING
FIR-Cyber-Crime-PS46-20-1-jpg,FIR,Cyber-Crime | 2020 | 408/419/420/120B Ipc | Ritesh R Agarwal,FIR_details.json,,PENDING
